20120628.203003	56106.8542060648	-7.749	4.247806328084554
20120628.203037	56106.8545984259	-3.84	4.247806328084554
20120628.203111	56106.854985	2.102	4.247806328084554
20120628.203113	56106.855010463	-1.68	4.247806328084554
20120628.203126	56106.8551562963	-5.665	4.247806328084554
20120628.20313	56106.8552025926	-10.494	4.247806328084554
20120628.203229	56106.8558877778	-0.341	4.247806328084554
20120628.203301	56106.8562569907	-7.171	4.247806328084554
20120628.203337	56106.8566759722	-2.659	4.247806328084554
20120628.20334	56106.856709537	-13.734	4.247806328084554
20120628.203415	56106.8571134722	0.675	4.247806328084554
20120628.203436	56106.8573646296	-1.658	4.247806328084554
20120628.203443	56106.8574398611	-11.435	4.247806328084554
20120628.203444	56106.8574514352	-0.687	4.247806328084554
20120628.203548	56106.8581956482	-14.228	4.247806328084554
20120628.20355	56106.8582211111	-8.995	4.247806328084554
20120628.20361	56106.8584491204	3.77	4.247806328084554
20120628.20364	56106.8588009722	-0.313	4.247806328084554
20120628.203653	56106.8589514352	-12.462	4.247806328084554
20120628.203819	56106.8599444907	-4.414	4.247806328084554
20120628.203846	56106.8602500463	-8.391	4.247806328084554
20120728.192945	56136.8123310648	-83.774	4.247806328084554
20120728.193021	56136.8127384722	-85.036	4.247806328084554
20120728.193025	56136.8127928704	-94.577	4.247806328084554
20120728.193028	56136.8128194907	-81.846	4.247806328084554
20120728.193109	56136.8132975	-85.848	4.247806328084554
20120728.193125	56136.8134826852	-81.618	4.247806328084554
20120728.193133	56136.813572963	-84.452	4.247806328084554
20120728.193204	56136.8139340741	-89.589	4.247806328084554
20120728.193259	56136.8145718056	-77.809	4.247806328084554
20120728.193306	56136.8146516667	-89.834	4.247806328084554
20120728.193307	56136.8146620833	-87.697	4.247806328084554
20120728.193408	56136.8153681019	-82.974	4.247806328084554
20120728.193419	56136.8154977315	-82.335	4.247806328084554
20120728.193452	56136.8158773611	-91.9	4.247806328084554
20120728.19351	56136.8160926389	-84.215	4.247806328084554
20120728.193515	56136.8161447222	-87.51	4.247806328084554
20120728.193523	56136.8162338426	-84.663	4.247806328084554
20120728.193523	56136.816240787	-88.352	4.247806328084554
20120728.193549	56136.8165428704	-85.368	4.247806328084554
20120728.193608	56136.8167569907	-89.152	4.247806328084554
20120728.19362	56136.8168993518	-81.865	4.247806328084554
20120728.193636	56136.8170799074	-94.046	4.247806328084554
20120728.193653	56136.8172801389	-80.958	4.247806328084554
20120728.193707	56136.8174375463	-92.771	4.247806328084554
20120728.193744	56136.8178646296	-82.668	4.247806328084554
20120728.193802	56136.8180741204	-77.14	4.247806328084554
20120728.193808	56136.8181424074	-85.773	4.247806328084554
20120728.193812	56136.8181921759	-82.834	4.247806328084554
20120728.193846	56136.818584537	-86.161	4.247806328084554
20120728.1939	56136.8187465741	-84.46	4.247806328084554
20120728.193919	56136.8189745833	-86.545	4.247806328084554
20120728.193921	56136.8189942593	-88.552	4.247806328084554
20120728.194033	56136.8198252778	-83.427	4.247806328084554
20120728.194041	56136.8199236574	-81.428	4.247806328084554
20120728.194044	56136.81995375	-84.514	4.247806328084554
20120728.194051	56136.8200347685	-84.684	4.247806328084554
20120809.011733	56148.0538588426	16.203	4.247806328084554
20120809.011758	56148.0541481944	16.19	4.247806328084554
20120809.011816	56148.0543461111	17.237	4.247806328084554
20120809.011831	56148.0545255093	18.177	4.247806328084554
20120809.011911	56148.054990787	14.806	4.247806328084554
20120809.011938	56148.0552963426	15.596	4.247806328084554
20120809.011952	56148.0554583796	17.213	4.247806328084554
20120809.01202	56148.0557836111	17.932	4.247806328084554
20120809.01205	56148.0561285185	15.571	4.247806328084554
20120809.012109	56148.0563576852	15.133	4.247806328084554
20120809.012146	56148.0567778241	17.635	4.247806328084554
20120809.012152	56148.0568553704	16.577	4.247806328084554
20120809.01222	56148.057178287	16.103	4.247806328084554
20120809.012237	56148.0573738889	25.37	4.247806328084554
20120809.012314	56148.0578044444	18.39	4.247806328084554
20120809.024105	56148.1118611574	19.91	1.7596716997792785
20120809.024113	56148.1119560648	19.723	1.7596716997792785
20120809.024129	56148.1121424074	17.979	1.7596716997792785
20120809.024131	56148.1121690278	20.156	1.7596716997792785
20120809.024153	56148.1124143982	18.165	1.7596716997792785
20120809.02421	56148.1126111574	20.2	1.7596716997792785
20120809.024247	56148.1130486574	19.965	1.7596716997792785
20120809.02425	56148.1130752778	21.296	1.7596716997792785
20120809.02425	56148.1130775926	19.377	1.7596716997792785
20120809.024259	56148.1131829167	21.766	1.7596716997792785
20120809.02433	56148.1135428704	19.562	1.7596716997792785
20120809.024337	56148.1136181019	19.779	1.7596716997792785
20120809.024341	56148.113666713	19.096	1.7596716997792785
20120809.024355	56148.11382875	19.96	1.7596716997792785
20120809.024436	56148.114303287	18.002	1.7596716997792785
20120809.024453	56148.1144988889	21.483	1.7596716997792785
20120809.024505	56148.1146377778	17.399	1.7596716997792785
20120809.024518	56148.1147928704	20.312	1.7596716997792785
20120809.024649	56148.1158484259	20.374	1.7596716997792785
20120809.024652	56148.1158785185	18.409	1.7596716997792785
20120809.02472	56148.1162014352	22.743	1.7596716997792785
20120809.024726	56148.1162685648	21.024	1.7596716997792785
20120809.024741	56148.1164444907	19.263	1.7596716997792785
20120809.024749	56148.1165428704	20.636	1.7596716997792785
20120809.024752	56148.1165718056	18.838	1.7596716997792785
20120809.024806	56148.1167326852	21.575	1.7596716997792785
20120809.024807	56148.1167465741	17.44	1.7596716997792785
20120809.024808	56148.1167581481	19.795	1.7596716997792785
20120809.02482	56148.1168947222	18.549	1.7596716997792785
20120809.024829	56148.1169988889	26.511	1.7596716997792785
20120809.024844	56148.1171748148	18.243	1.7596716997792785
20120809.024858	56148.1173380093	20.145	1.7596716997792785
20120809.024923	56148.1176308333	19.143	1.7596716997792785
20120809.02494	56148.11782875	19.808	1.7596716997792785
20120809.024948	56148.1179190278	21.966	1.7596716997792785
20120809.025027	56148.1183715741	21.035	1.7596716997792785
20120809.025046	56148.1185891667	19.185	1.7596716997792785
20120809.025059	56148.1187338426	21.292	1.7596716997792785
20120809.025105	56148.1188125463	19.104	1.7596716997792785
20120809.025122	56148.1190069907	20.038	1.7596716997792785
20120809.025153	56148.1193681018	17.42	1.7596716997792785
20120809.025218	56148.1196528241	18.085	1.7596716997792785
20120809.025224	56148.1197176389	21.592	1.7596716997792785
20120809.025242	56148.1199294444	20.72	1.7596716997792785
20120809.025243	56148.1199398611	19.688	1.7596716997792785
20120809.025246	56148.1199780556	22.999	1.7596716997792785
20170914.033614	58010.1501586111	20.869	2.6404784432223196
20170914.03362	58010.1502326852	14.01	2.6404784432223196
20170914.033722	58010.15095375	13.753	2.6404784432223196
20170914.033954	58010.1527118518	14.513	2.6404784432223196
20170914.034009	58010.1528808333	16.411	2.6404784432223196
20170914.034217	58010.1543623148	13.589	2.6404784432223196
20170914.034251	58010.1547523611	16.206	2.6404784432223196
20170914.034441	58010.1560278241	18.899	2.6404784432223196
20170914.034451	58010.1561424074	18.608	2.6404784432223196
20170914.034456	58010.1562002778	16.446	2.6404784432223196
20170914.034525	58010.156541713	14.531	2.6404784432223196
20170914.034538	58010.1566887037	13.7	2.6404784432223196
20170914.034545	58010.1567743519	18.04	2.6404784432223196
20170914.034608	58010.1570382407	20.232	2.6404784432223196
20170914.034659	58010.1576319907	22.339	2.6404784432223196
20170914.034733	58010.1580231944	21.611	2.6404784432223196
20170914.034735	58010.1580463426	16.09	2.6404784432223196
20170914.034742	58010.1581204167	20.871	2.6404784432223196
20170914.034801	58010.1583461111	19.622	2.6404784432223196
20170914.034813	58010.158479213	14.969	2.6404784432223196
20170914.034828	58010.1586539815	15.922	2.6404784432223196
20170914.034839	58010.1587812963	17.928	2.6404784432223196
20170914.034903	58010.1590648611	23.201	2.6404784432223196
20170914.03492	58010.1592627778	19.995	2.6404784432223196
20170914.035	58010.1597268981	15.743	2.6404784432223196
20170914.035116	58010.1606065278	13.171	2.6404784432223196
20170914.035133	58010.1607940278	22.058	2.6404784432223196
20170914.03514	58010.1608773611	20.907	2.6404784432223196
20170914.035152	58010.1610197222	16.515	2.6404784432223196
20170914.035517	58010.1633935648	18.836	2.6404784432223196
20171013.03394	58039.1525451852	22.159	2.6404784432223196
20171013.033944	58039.1525891667	23.358	2.6404784432223196
20171013.033947	58039.1526296759	20.117	2.6404784432223196
20171013.033952	58039.1526794444	22.623	2.6404784432223196
20171013.033957	58039.1527373148	26.855	2.6404784432223196
20171013.034056	58039.1534225	21.558	2.6404784432223196
20171013.034111	58039.1536007407	24.927	2.6404784432223196
20171013.034112	58039.1536134722	22.006	2.6404784432223196
20171013.034113	58039.1536227315	19.93	2.6404784432223196
20171013.034134	58039.153865787	23.98	2.6404784432223196
20171013.034146	58039.1540093056	21.766	2.6404784432223196
20171013.034255	58039.1547975	25.219	2.6404784432223196
20171013.034259	58039.1548461111	22.838	2.6404784432223196
20171013.03432	58039.1550891667	24.795	2.6404784432223196
20171013.03432	58039.1550949537	23.573	2.6404784432223196
20171013.034326	58039.1551643982	21.975	2.6404784432223196
20171013.034331	58039.1552211111	21.576	2.6404784432223196
20171013.034407	58039.1556377778	20.131	2.6404784432223196
20171013.034436	58039.1559722685	24.928	2.6404784432223196
20171013.034528	58039.1565694907	23.678	2.6404784432223196
20171013.034537	58039.1566725	24.946	2.6404784432223196
20171013.034554	58039.1568796759	24.953	2.6404784432223196
20171013.034603	58039.1569838426	19.592	2.6404784432223196
20171013.034633	58039.1573310648	21.901	2.6404784432223196
20171013.034635	58039.157354213	21.481	2.6404784432223196
20171013.034702	58039.1576609259	21.436	2.6404784432223196
20171013.034714	58039.1578044444	22.169	2.6404784432223196
20171013.034737	58039.1580706481	21.216	2.6404784432223196
20171013.034742	58039.1581227315	21.965	2.6404784432223196
20171013.034811	58039.1584606944	18.966	2.6404784432223196
20171013.034906	58039.1590949537	26.971	2.6404784432223196
20171013.034919	58039.1592431019	23.652	2.6404784432223196
20171013.034928	58039.1593507407	21.763	2.6404784432223196
20171013.034939	58039.159479213	21.021	2.6404784432223196
20171013.034947	58039.1595741204	23.494	2.6404784432223196
